WKT,link_id,source,target,direction
"LINESTRING (666858.800269298 6838180.19983818,666855.800219169 6838186.79967459,666852.200226415 6838193.100532,666846.499815047 6838199.80025524,666839.800195712 6838204.40000183)",troncon_de_route.TRONROUT0000000238977873,3,6,1
"LINESTRING (666857.300193925 6838154.19981953,666860.499881455 6838163.50038147,666860.899933165 6838171.00027377,666858.800269298 6838180.19983818)",troncon_de_route.TRONROUT0000000238977874,8,3,1
"LINESTRING (666832.900341333 6838133.29989494,666841.099744565 6838137.29996704,666847.60013453 6838142.20025414,666853.09979243 6838148.10016578,666857.300193925 6838154.19981953)",troncon_de_route.TRONROUT0000000238977875,101,8,1
"LINESTRING (666786.699899624 6838158.30018659,666789.699961184 6838152.10054991,666793.299655423 6838146.40000876,666797.699794143 6838141.39975878,666803.500268361 6838136.9996552,666810.199818671 6838133.79957809)",troncon_de_route.TRONROUT0000000238977876,100,38,1
"LINESTRING (666839.800195712 6838204.40000183,666831.399905358 6838206.50020459,666822.700046837 6838207.1001368,666813.199717042 6838205.70014055)",troncon_de_route.TRONROUT0000000238977881,6,5,1
"LINESTRING (666110.100211772 6838119.79977946,666109.999707202 6838120.00048222,666104.099974919 6838126.4997539,666095.999674865 6838130.99956587,666082.899981392 6838135.79980481,666076.399659161 6838140.50043972,666067.799658437 6838150.8999958,666054.199981542 6838167.09989915,666019.500000954 6838206.7000368,666002.000348603 6838229.0998107,665968.700221536 6838271.10017368,665956.200213221 6838283.00025785,665951.700128934 6838284.00050006)",troncon_de_route.TRONROUT0000000246102284,71,72,0
"LINESTRING (666205.599628652 6837749.89945948,666212.800068553 6837754.89946743,666220.699732783 6837759.89987162,666224.0 6837761.69954894,666227.50012519 6837762.49970849)",troncon_de_route.TRONROUT0000000246102300,46,67,0
"LINESTRING (667067.900344228 6838188.30003922,667131.0 6838201.90023942,667194.699925379 6838215.49996297,667231.799922998 6838223.09988592,667244.900003518 6838227.39978328,667250.800272915 6838232.69968825,667255.400195382 6838241.8002518,667258.000269015 6838249.80031252,667259.499763762 6838257.29960516,667259.600038139 6838267.00028093,667260.899964201 6838273.6001703,667263.800227396 6838279.69965528,667269.200271672 6838284.09964424,667278.999632136 6838287.09964106,667296.399925398 6838289.70004295,667301.700304239 6838290.39956426)",troncon_de_route.TRONROUT0000000246102318,102,103,0
"LINESTRING (666937.300079979 6837913.09948839,666932.599861396 6837912.80045653,666925.000257404 6837913.00041528,666902.899888431 6837914.50023849,666883.500137504 6837915.39998639,666869.400031666 6837916.79992576,666859.100330792 6837917.29995835,666841.300308567 6837919.00009571,666824.299879824 6837920.60011644,666819.599893047 6837920.60023803)",troncon_de_route.TRONROUT0000000246102322,42,36,0
"LINESTRING (667294.199656192 6838213.49998586,667277.200199962 6838209.90008547,667083.299809474 6838168.60028987,667055.6999275 6838166.10052372,667046.699675972 6838166.10035822,667021.199643143 6838166.9997471)",troncon_de_route.TRONROUT0000000246102324,0,83,1
"LINESTRING (666403.699643815 6837947.99952724,666389.399649024 6837947.79973828,666375.200003071 6837948.90016469,666350.800144306 6837953.79957836,666345.09973156 6837954.20054508,666340.500179868 6837953.60012193,666336.899714863 6837951.59977303,666334.299704423 6837949.20007348,666329.799774763 6837948.50013557,666326.699790582 6837947.29958784,666324.000149265 6837943.59970937,666318.399657098 6837935.29948332,666314.0 6837929.40038349,666310.300062906 6837927.39951561,666305.999891058 6837927.09978497,666299.69996709 6837927.79999653,666294.099947482 6837930.39949432,666288.90023328 6837933.80048105,666279.300272417 6837940.09976595,666269.499690859 6837942.80034833,666251.49986884 6837945.20052447,666235.000293516 6837946.10006571,666225.2999846 6837945.00014172,666219.99997139 6837943.2999017)",troncon_de_route.TRONROUT0000000246102338,104,105,0
"LINESTRING (666911.899739914 6838039.49987104,666887.700041488 6838043.19964247,666867.300285667 6838045.7994635,666841.500186659 6838047.39953153,666839.800285861 6838047.50038516,666823.799797114 6838048.80009463)",troncon_de_route.TRONROUT0000000246102342,29,37,0
"LINESTRING (667296.600199196 6838204.09988311,667299.00026155 6838199.20019724,667302.799774546 6838194.10031187,667309.399948506 6838189.69955332,667314.199692844 6838187.3000836,667318.700035788 6838185.89955027,667325.500225229 6838185.09979508)",troncon_de_route.TRONROUT0000000246102346,1,106,1
"LINESTRING (666418.999912 6838181.60018363,666433.799712901 6838180.79990746,666461.300078179 6838179.79969277)",troncon_de_route.TRONROUT0000000246102352,107,13,1
"LINESTRING (666355.199657622 6838179.69971125,666363.999742025 6838182.79955894,666376.699866799 6838183.80010439,666416.399730089 6838181.69968768,666418.999912 6838181.60018363)",troncon_de_route.TRONROUT0000000246102356,15,107,1
"LINESTRING (667306.000194664 6838240.49950568,667302.599930122 6838236.79977141,667299.200358442 6838232.69980089,667296.300182849 6838227.39965705,667294.499956274 6838219.99988259,667294.199656192 6838213.49998586)",troncon_de_route.TRONROUT0000000246102357,108,0,1
"LINESTRING (666948.700177182 6838160.10024734,666970.000356899 6838159.40004339,667008.500150838 6838158.29995163,667046.300095297 6838156.30021665,667055.69968594 6838156.30034367,667084.199931531 6838158.79946251,667279.600328285 6838200.29986098,667296.600199196 6838204.09988311)",troncon_de_route.TRONROUT0000000246102361,11,1,1
"LINESTRING (666754.400103886 6837725.6996999,666756.300349468 6837730.59947938,666755.399768513 6837737.3996945,666753.600187518 6837739.80025924)",troncon_de_route.TRONROUT0000000246102362,109,33,1
"LINESTRING (666823.799797114 6838048.80009463,666825.099996484 6838094.50052746,666825.599860629 6838108.90054944,666825.700201719 6838109.7004457,666827.899639782 6838120.19961147,666832.900341333 6838133.29989494)",troncon_de_route.TRONROUT0000000246102363,37,101,1
"LINESTRING (666819.899973277 6837853.20030673,666826.399990708 6837854.10045252,666836.100144673 6837858.39991152,666846.800015976 6837861.00047968,666850.800230146 6837861.80038746,666860.900252074 6837859.60048609,666867.700287225 6837855.99967793,666879.299781464 6837847.59988054,666887.099881971 6837845.19966123,666900.299859852 6837844.19956221,666911.100007303 6837844.99973928,666914.999643521 6837846.89979326,666917.30024107 6837851.10027887,666918.499800164 6837853.70053373,666918.700268438 6837854.09962723,666920.600225913 6837855.9999385,666923.300365792 6837859.19979489,666924.999829026 6837862.90007454,666925.100328232 6837863.59991173,666925.0 6837886.40044925,666924.900291629 6837891.39948858,666925.39982729 6837897.09997662,666926.499968264 6837900.09992096,666928.699864465 6837903.69952296)",troncon_de_route.TRONROUT0000000246102417,39,110,0
"LINESTRING (666219.99997139 6837943.2999017,666170.99991678 6838007.29966513,666147.800367293 6838041.90034117,666131.500246811 6838066.00037899,666120.800075418 6838080.80020239,666117.600238047 6838085.60052746,666116.399876326 6838090.0000916,666114.400288141 6838104.80040162,666112.499742148 6838115.09972228,666110.100211772 6838119.79977946)",troncon_de_route.TRONROUT0000000246102427,105,71,0
"LINESTRING (666491.99979584 6837843.20048766,666494.700091018 6837849.19955669)",troncon_de_route.TRONROUT0000000246102441,111,112,0
"LINESTRING (666499.099685923 6837857.80036592,666494.700091018 6837849.19955669)",troncon_de_route.TRONROUT0000000246102442,113,112,0
"LINESTRING (666403.699643815 6837947.99952724,666404.799907921 6837983.0003032,666406.299676244 6837998.00041867,666409.599657421 6838002.20049792)",troncon_de_route.TRONROUT0000000246102443,104,114,0
"LINESTRING (666936.499949372 6837907.39959531,666937.300079979 6837913.09948839)",troncon_de_route.TRONROUT0000000246102447,97,42,0
"LINESTRING (666499.099685923 6837857.80036592,666510.600128582 6837876.69966795,666518.900336119 6837887.99963032)",troncon_de_route.TRONROUT0000000246102455,113,115,0
"LINESTRING (666518.900336119 6837887.99963032,666525.099709039 6837897.59958219)",troncon_de_route.TRONROUT0000000246102457,115,116,0
"LINESTRING (666224.199687331 6837938.10027049,666219.99997139 6837943.2999017)",troncon_de_route.TRONROUT0000000246102463,117,105,0
"LINESTRING (666556.599758955 6837827.59989176,666555.700315982 6837820.19963128,666553.999764818 6837815.19981863,666551.900004695 6837809.1994947,666548.399905603 6837798.90026722)",troncon_de_route.TRONROUT0000000246102464,118,68,0
"LINESTRING (666290.100090668 6837749.10016356,666310.500095597 6837724.90018195,666315.5999171 6837726.10025831)",troncon_de_route.TRONROUT0000000246102466,63,119,0
"LINESTRING (666936.499949372 6837907.39959531,666933.89974731 6837906.99968704,666928.699864465 6837903.69952296)",troncon_de_route.TRONROUT0000000246102477,97,110,0
"LINESTRING (666753.600187518 6837739.80025924,666760.000361181 6837741.90048907,666764.600349159 6837747.19953365,666765.299960137 6837749.20003817,666766.2001358 6837764.89960169)",troncon_de_route.TRONROUT0000000246102490,33,120,0
"LINESTRING (666556.599758955 6837827.59989176,666591.700167021 6837822.69992763,666618.600261988 6837819.89952993,666630.299638176 6837819.1998217,666656.499720642 6837816.89945939,666675.69994302 6837813.3996944,666685.800057771 6837813.39966129,666697.699850093 6837815.40051648,666715.200347302 6837814.0996661,666727.899803105 6837808.7995313,666733.100219894 6837805.1999332,666745.600309571 6837792.60005484,666748.900243291 6837791.40050526,666759.200038921 6837793.20050838,666765.199762606 6837793.69987574,666794.399946446 6837788.50020686,666800.100218473 6837788.29979937,666803.099905638 6837789.0998251,666806.600218654 6837789.7002147,666809.99975128 6837790.20001127,666810.399935135 6837795.8999408,666810.200094098 6837799.09961195,666814.899846943 6837799.2996013)",troncon_de_route.TRONROUT0000000246102492,118,121,0
"LINESTRING (666556.599758955 6837827.59989176,666546.499646148 6837830.79979369,666534.49979852 6837832.79993444,666516.899663136 6837833.79950387,666506.300034787 6837837.00012729,666491.99979584 6837843.20048766)",troncon_de_route.TRONROUT0000000246102505,118,111,0
"LINESTRING (666433.799992868 6837727.89966194,666437.699756364 6837735.40043676,666445.300269335 6837751.79951266,666447.800179839 6837753.69954416,666450.100286308 6837754.29997072,666451.700356033 6837755.40027946,666453.700090816 6837758.59950901,666462.099675089 6837780.69955082,666465.000190752 6837786.39949786)",troncon_de_route.TRONROUT0000000246102507,61,48,0
"LINESTRING (666409.599657421 6838002.20049792,666419.99969755 6838001.50008375,666493.50018639 6837997.39969957,666504.400006547 6837989.70024531,666506.000341984 6837988.30021832,666509.500332882 6837986.30002233,666528.900176678 6837983.80031236,666544.299674827 6837983.7995625,666551.100221426 6837985.6004227,666558.500134895 6837989.9004195,666567.000108768 6837992.79995545,666576.400073323 6837994.10006778,666639.399804716 6837991.1002517,666643.099759734 6837992.09963238,666646.300268871 6837994.40041563,666648.200101017 6837996.39958762,666649.899951264 6838002.19990581)",troncon_de_route.TRONROUT0000000246102508,114,122,0
"LINESTRING (666655.099686828 6838144.80022141,666655.799972671 6838168.90032617,666655.900336286 6838172.39957902)",troncon_de_route.TRONROUT0000000246102524,123,14,0
"LINESTRING (666649.899951264 6838002.19990581,666655.099686828 6838144.80022141)",troncon_de_route.TRONROUT0000000246102526,122,123,0
"LINESTRING (666491.99979584 6837843.20048766,666477.899886077 6837851.29972707,666471.699767744 6837855.4000501,666464.000113809 6837857.29995651,666445.699761492 6837862.20049739,666421.600013157 6837875.00026904,666414.0 6837877.70013403,666390.600030934 6837882.4001581,666376.700257244 6837888.4995451,666355.599673807 6837893.29982115,666328.199899973 6837897.39953197,666306.400176551 6837903.60040498,666295.500104606 6837904.49958756,666287.499932408 6837900.80042012,666281.199820827 6837894.09966255,666279.200350201 6837890.70037036,666274.300147533 6837879.29987768,666272.9001 6837876.09945351)",troncon_de_route.TRONROUT0000000246102527,111,124,0
"LINESTRING (666525.099709039 6837897.59958219,666534.599962264 6837914.00009075,666537.399850518 6837921.69960298,666537.399926428 6837925.29948302,666536.299818074 6837929.00019102,666534.399943921 6837931.9995319,666529.999829592 6837935.20003299,666523.9002026 6837935.49972732,666517.900348872 6837934.70043434,666512.400052587 6837934.79990983,666506.99994238 6837934.00051117,666503.600117814 6837932.80048393,666498.800159775 6837932.19997784,666494.700021624 6837932.60047684,666492.69966291 6837933.50029443,666490.700202033 6837934.30004908,666486.700170699 6837934.2997433,666481.99984206 6837933.59973045,666460.399925763 6837935.09946435,666457.800119049 6837937.20011616,666454.799723874 6837938.70050469,666450.400356304 6837938.70030298,666447.6998911 6837937.39955209,666442.100104437 6837936.60025345,666419.000364046 6837938.4000741,666416.800131008 6837939.90031067,666415.600013914 6837942.59992319,666413.799693159 6837947.9000743)",troncon_de_route.TRONROUT0000000246102529,116,125,0
"LINESTRING (666461.100042351 6838166.69983493,666461.300078179 6838179.79969277)",troncon_de_route.TRONROUT0000000246102531,126,13,0
"LINESTRING (666433.099811463 6838154.49964195,666460.799872436 6838153.10026256,666461.100042351 6838166.69983493)",troncon_de_route.TRONROUT0000000246102532,127,126,0
"LINESTRING (666418.999912 6838181.60018363,666419.699836775 6838177.89953223,666421.200147395 6838174.49999581,666425.10018216 6838171.50018527,666429.499998986 6838168.79989277,666432.899690883 6838167.69964201,666461.100042351 6838166.69983493)",troncon_de_route.TRONROUT0000000246102537,107,126,0
"LINESTRING (666461.100042351 6838166.69983493,666494.499761743 6838164.30052515,666503.900304147 6838160.49975078,666507.99987317 6838159.90025449,666633.300089585 6838155.80047309,666633.0 6838145.10037053,666655.099686828 6838144.80022141)",troncon_de_route.TRONROUT0000000246102538,126,123,0
"LINESTRING (666409.599657421 6838002.20049792,666409.999834843 6838012.29965072,666415.100044552 6838144.29971411,666415.70025746 6838149.99959058,666418.700247522 6838153.29977171,666421.69990052 6838154.49983695,666425.4001748 6838154.79977956,666429.099778358 6838154.60054701,666433.099811463 6838154.49964195)",troncon_de_route.TRONROUT0000000246102539,114,127,0
"LINESTRING (667308.399702514 6837765.19957673,667298.19998751 6837766.49984571)",troncon_de_route.TRONROUT0000000246103371,128,92,0
"LINESTRING (666813.999778429 6837830.99988126,666814.300303837 6837816.00053312,666814.899846943 6837799.2996013)",troncon_de_route.TRONROUT0000000246103437,40,121,1
"LINESTRING (666345.700019727 6837781.20051037,666385.200082937 6837730.40044422)",troncon_de_route.TRONROUT0000000246103510,51,62,0
"LINESTRING (666272.9001 6837876.09945351,666345.700019727 6837781.20051037)",troncon_de_route.TRONROUT0000000246103512,124,51,0
"LINESTRING (666913.899904209 6838161.49988068,666916.299912878 6838143.30002857,666917.700325959 6838128.50007306)",troncon_de_route.TRONROUT0000000246103513,9,12,1
"LINESTRING (667089.700098723 6837917.8997929,667109.299925614 6837921.50000546,667124.600193097 6837926.59988435,667132.099635485 6837929.80051394,667147.600167719 6837934.09996658,667158.299905512 6837934.90005725,667180.800313305 6837938.09946813,667200.999707413 6837939.59982793,667220.20022485 6837943.10038325,667231.399816601 6837945.39977953,667256.100170494 6837952.00019354,667304.099798836 6837966.19978851,667352.90018975 6837975.3000895,667369.800047964 6837978.50053318,667378.999708864 6837980.90037198,667383.699738766 6837982.10029095,667393.299702249 6837985.20054049)",troncon_de_route.TRONROUT0000000246103516,26,129,0
"LINESTRING (666819.900313146 6837798.9998113,666814.899846943 6837799.2996013)",troncon_de_route.TRONROUT0000000246103765,32,121,0
"LINESTRING (666036.500136859 6838070.69998622,666043.800293598 6838077.30015116,666068.799668181 6838097.00035645,666076.300215528 6838102.59991983,666084.200117914 6838105.29991172)",troncon_de_route.TRONROUT0000000246131832,79,77,0
"LINESTRING (666413.799693159 6837947.9000743,666403.699643815 6837947.99952724)",troncon_de_route.TRONROUT0000000247244865,125,104,0
"LINESTRING (666413.799693159 6837947.9000743,666426.199768825 6837948.39994518,666446.499936663 6837949.20003077,666465.999791526 6837947.80017862,666485.500242767 6837944.20021399,666502.200369582 6837941.40022965,666522.299772576 6837940.59968865,666576.400304011 6837937.20014866,666597.200100977 6837937.49982095,666605.000314614 6837936.70015502,666647.599887284 6837934.50019147,666680.799773709 6837932.60006569,666700.49981756 6837930.50055651,666712.000216151 6837928.80045367,666729.300297387 6837927.29956088,666744.800329671 6837926.30040687,666762.399807381 6837925.10030001,666800.800135234 6837922.6997645,666810.000202933 6837922.40045995,666813.9999961 6837922.0997024)",troncon_de_route.TRONROUT0000000247244866,125,30,0
"LINESTRING (666814.899846943 6837799.2996013,666813.899677405 6837762.30040764,666812.799781711 6837746.69981178,666809.299932165 6837727.1995188,666807.399683233 6837717.90049395,666805.000261982 6837708.7999879,666803.299986664 6837703.29981471,666799.099852814 6837697.70050819)",troncon_de_route.TRONROUT0000000247881261,121,130,1
"LINESTRING (666807.100150634 6837659.20025537,666804.700302293 6837669.39987489,666803.699997157 6837680.29970044,666805.400001292 6837690.40033002,666808.700341664 6837701.40013724,666814.800117176 6837726.399918,666817.900285817 6837745.19986212,666820.099868431 6837761.90038699,666820.499859086 6837783.20051882,666819.900313146 6837798.9998113)",troncon_de_route.TRONROUT0000000247881262,131,32,1
"LINESTRING (666272.9001 6837876.09945351,666234.499967443 6837925.39975785)",troncon_de_route.TRONROUT0000000288134526,124,132,0
"LINESTRING (666234.499967443 6837925.39975785,666224.199687331 6837938.10027049)",troncon_de_route.TRONROUT0000000288134527,132,117,0
"LINESTRING (666174.20009744 6837993.79983702,666218.499675619 6837935.39954582)",troncon_de_route.TRONROUT0000000288134528,76,133,0
"LINESTRING (666218.499675619 6837935.39954582,666222.599776831 6837930.3005507,666225.699651224 6837926.40028476,666229.999833529 6837920.10054381)",troncon_de_route.TRONROUT0000000288134529,133,45,0
"LINESTRING (666032.299906325 6837348.60019063,666032.800078626 6837354.00040603,666032.600062899 6837357.10003854,666030.799902862 6837362.40028494,666028.499705489 6837365.09971824,666022.600040562 6837368.6995709,666014.300302525 6837371.89987518,665965.099892909 6837385.59970551,665923.699882227 6837396.99962099,665882.599949556 6837407.9000062,665845.200227468 6837418.09967725,665836.200333386 6837422.00030782,665830.599969286 6837427.09947233,665826.200076861 6837433.60018756,665823.699785798 6837440.60004437,665821.100123049 6837449.99965867,665819.399709607 6837460.20001595,665819.100347918 6837470.19980932,665818.400126951 6837488.60017541,665817.699959644 6837511.90006049,665811.699790748 6837674.90021394,665809.199647907 6837738.69988176,665808.700220797 6837764.80026722,665808.799709725 6837789.00047518,665809.700057768 6837840.89993987,665810.000245932 6837848.60045321)",troncon_de_route.TRONROUT0000000296096550,134,135,0
"LINESTRING (666302.200117894 6838171.80055107,666242.599864122 6838124.30027524,666238.100238611 6838118.2995229,666239.099842688 6838112.30021065,666261.699694303 6838081.60008586,666262.100360567 6838078.40033449,666261.699883675 6838074.89949476,666257.499771922 6838071.00044625,666206.999732993 6838030.00051183)",troncon_de_route.TRONROUT0000000296096551,20,136,0
"LINESTRING (666302.200117894 6838171.80055107,666304.600049122 6838168.80045499,666311.09999277 6838163.49972523,666321.3998039 6838160.30047016,666329.499962314 6838159.69992426,666336.100130955 6838161.40052409,666342.90020801 6838164.79986,666347.900058945 6838168.39972879,666352.700022071 6838173.99970752,666355.199657622 6838179.69971125)",troncon_de_route.TRONROUT0000000296096552,20,15,1
"LINESTRING (666655.900336286 6838172.39957902,666685.800231666 6838171.50007282,666692.99992331 6838170.99968959)",troncon_de_route.TRONROUT0000000347692298,14,137,1
"LINESTRING (666796.299927024 6837963.89949296,666797.700315375 6838090.49996433,666793.400361564 6838101.69993523,666787.799815375 6838107.69984309,666776.500109845 6838120.10047345,666764.500333025 6838124.60049912,666709.199968808 6838126.09960955,666698.299676399 6838129.59956531,666693.299952252 6838137.69958065,666692.599889601 6838166.5004541,666692.99992331 6838170.99968959)",troncon_de_route.TRONROUT0000000347692300,138,137,0
"LINESTRING (666692.99992331 6838170.99968959,666710.299937989 6838170.00013882,666738.100173817 6838168.60039457,666761.699988703 6838167.30038091,666765.0 6838167.20036783,666770.899935936 6838165.50013348,666777.300218057 6838162.79979642,666786.699899624 6838158.30018659)",troncon_de_route.TRONROUT0000000351568903,137,100,1
"LINESTRING (666131.700111726 6838193.59954875,666136.300285458 6838197.49951648,666176.599800302 6838207.19978483,666204.199806743 6838214.50042216,666207.099951384 6838259.70010607,666208.599709305 6838283.49981466,666209.5003659 6838293.2002817,666209.100055797 6838296.19992251,666207.700074595 6838298.20033572,666205.100245474 6838299.99981967,666201.99987475 6838300.10010222,666165.300316996 6838288.80001101,666097.69963192 6838269.59985536,666036.700151968 6838251.60044701,666017.899904054 6838246.20033708,666024.099937759 6838227.19965869,666028.600257545 6838220.30045458,666045.099644135 6838198.30016534,666053.900084101 6838187.80045485,666061.399652543 6838178.60021649,666065.799791236 6838175.10028829,666069.899919243 6838174.10024493,666117.900041171 6838189.6997953,666131.700111726 6838193.59954875)",troncon_de_route.TRONROUT0000002000120902,139,140,1
"LINESTRING (666156.200231129 6838157.00003163,666131.800094584 6838188.50042086,666131.400210608 6838192.20047316,666131.700111726 6838193.59954875)",troncon_de_route.TRONROUT0000002000120903,70,139,0
"LINESTRING (666208.30031505 6838193.39979569,666228.800286685 6838194.99953912,666259.400102964 6838194.00038903,666265.500026967 6838193.80047219)",troncon_de_route.TRONROUT0000002000120904,141,21,0
"LINESTRING (666229.599983575 6837894.50012811,666229.0 6837897.90003906,666227.800147446 6837904.29962823,666228.899910782 6837907.29944498,666233.200040584 6837910.00052202)",troncon_de_route.TRONROUT0000002005253820,142,143,0
"LINESTRING (666222.399927918 6837888.89974226,666225.600193319 6837891.50047029,666229.599983575 6837894.50012811)",troncon_de_route.TRONROUT0000002005253821,47,142,0
"LINESTRING (666265.299711044 6837868.800343,666260.500214061 6837874.89949858,666233.200040584 6837910.00052202)",troncon_de_route.TRONROUT0000002005253823,144,143,0
"LINESTRING (666227.50012519 6837762.49970849,666229.899669663 6837773.49998125,666272.199943033 6837806.79972399,666272.599834038 6837808.79968511,666271.300023908 6837811.19972776,666262.0 6837823.89992072,666262.000224137 6837826.60038459,666262.499655896 6837835.60052092,666264.299691707 6837844.49972804,666263.699833788 6837850.19986548,666262.799661076 6837854.29969828,666259.39984235 6837862.8999804,666265.299711044 6837868.800343)",troncon_de_route.TRONROUT0000002005253824,67,144,0
"LINESTRING (666267.499751454 6837870.69981405,666272.9001 6837876.09945351)",troncon_de_route.TRONROUT0000002005253825,44,124,0
"LINESTRING (666342.599649758 6837775.99984681,666308.300137723 6837820.09954438,666267.499751454 6837870.69981405)",troncon_de_route.TRONROUT0000002005253826,52,44,0
"LINESTRING (666265.299711044 6837868.800343,666267.499751454 6837870.69981405)",troncon_de_route.TRONROUT0000002005253827,144,44,0
"LINESTRING (666208.30031505 6838193.39979569,666209.399663993 6838204.19974763,666210.800178638 6838211.80052025,666212.199768444 6838226.59996655,666218.700009411 6838305.99995505)",troncon_de_route.TRONROUT0000002205799252,141,145,0
"LINESTRING (666156.200231129 6838157.00003163,666170.000270204 6838167.60047036,666170.399704411 6838167.99949397,666195.900104475 6838188.09979894,666203.400161416 6838191.50046414,666208.30031505 6838193.39979569)",troncon_de_route.TRONROUT0000002205799253,70,141,0
"LINESTRING (666097.299671364 6837993.00007657,666122.59987238 6837960.2002609)",troncon_de_route.TRONROUT0000002207439532,80,146,0
"LINESTRING (666819.599893047 6837920.60023803,666813.9999961 6837922.0997024)",troncon_de_route.TRONROUT0000002207536158,36,30,0
"LINESTRING (666819.90004936 6837844.29955916,666819.899973277 6837853.20030673)",troncon_de_route.TRONROUT0000002207536159,28,39,1
